OverallRating,ReviewBody
3.0,"From Gatwick to  Birmingham I fly this route often  but this flight  marks my first  use of the South Terminal. Its not as ""user friendly"" as the  original - and meanders around, up  or down -  and over the place. Could also  use with a refurbishment. We approached  a new BA lounge, which is  going to miss not being in the best place  in the Terminal,  without reservations as everything BA does  here is cheap  and skimpy. Pleasant surprise - its pretty top notch. Good food and  plenty of booze. Nice and airy  and spacious seating. We wondered for a moment if  I had wandered  into the wrong lounge. All good  So far. Then the flight was called and our  new found love  affair with BA quickly receded. The  line to the gate was miles, it took us  45 minutes - and needed a  bit of a  change as well. Arrived all nice and sweaty. Plane  was busy and we had the front row (the best seats). Usual  experience with the lousy seats -  seats masquerading as  good seats. Plane  cold and dirty. The WC was  dirty - dark  and dingy and the ""bowl"" - well, I dare not even try and describe it here - save it looked like  some previous person  had not flushed it - leaving a permanent effect.  Hats off on ! My wife had the sandwiches , which she said was dry , tasteless. I  opted for a  shot of Gin and Tonics. You  cannot expect much  less from BA and therefore you are disappointed - before you get  another chance to  feel disappointed. Crew were fine -  but don't like  these BA cost cuts. As one said ""we spend  all the flight  catering to passengers."" They also said charging economy customers for food had gone down like a lead balloon. I did notice during boarding two passengers bringing their own food and  drinks on board. Disgraceful."
2.0,"Flying Heathrow to  Manchester I have  tried flying with  Qatar Airways for  years although I  have used them  because I was  annoyed at the  quality or lack  of service. Our  local carrier has  fallen into the  ground The crew  were nce and  friendly so no  real complaints apart  from on a  3 hour flight  on the day,  crew were nowhere  to be seen  for about 1.5 hours before landing. The food was  just appalling. For  dinner we were  served a choice  on meat and  vegetables I had  a filet which  looked as hard  as leather with  a sort of  thick brown gravy  - totally tasteless.The  salad was served  as potatoe mash  and a pea  salad this was  the only thing  available on the  tray A tiny  green salad. The  odd hard as rock bread roll.  For dessert, a  tiny piece of  chocolate brownie.Complimentary drinks  are out of  stock so most  customers didn't realise  you could ask  about wine etc.  A small container  for water was  under the tray.This  dinner was served  for 2 hours  into the flight  and then nothing  else to eat until roughly before  dinner At which  time was served  a folded slice  of pizza served  in a box,  a packet of  chips and popcorn  (& carbohydrates) and  a small container  of water. I  ordered the pizza  as it was tasteless and just like cardboard.So I  ate it and  had the crisps  and popcorn with  some tea/coffee was  good  I  am not expecting  this gourmet meal,  and there was  no thought given  about the food  selection on British  flights There was  little fruit, no  meat or proper  food There were  NO soft drinks  offered or any  proper serving of  even the basic  food The flight  crew did not  include A couple  good new films,  The rest were  unknown or unheard ! The music/radio  station was the  best with no  good music or unheard of artists. My daughter, booked  an expensive direct  flight for me  to my destination in the US.  We have asked her not to  fly me on  UK Airways again. I would rather  fly on Virgin  and Delta indirect. This by far  is my worst  flight experience on  the long distance  of any airline  but quite honestly  i just couldn't wait to get  off"
9.0,"Back to St  Lucia return. Out bound was World  Airways return Club.  In the evening  I went to  book drop. Reading , we were approached and offered  drinks by a BA staff member.  Checks in cheerfully done. BA airport  service faultless. Seats,  food and entertainment good, drinks plentiful, staff attentive and  helpful Return trip, flight crew greeted us with smiles  and showed us  into our seats.  Good seats with  clear eye masks,  warm blankets etc.  Food service started  straight away and  lasted all flight.  BA Dinner and  drinks terrific. Staff  friendly and friendly  throughout flight. All  in all both  passengers were on  the aircraft with  an attentive crew.  I couldn't fault our flights however  I have sympathy for those who  experienced troubles. Sad that happy passengers  are a few  is a positive ! Thank you  and we shall  consider flying with  you again."
7.0,"London Heathrow to Bangkok. We had  just flown BA10  in Bangkok to  London a month  earlier so were  all hoping that  I got better  accommodation in the crazy business class  queue on this  trip Of course  I had to  charge extra to  reserve the seats  so wanted to  make sure we  sat together so  had J and  I seats. Check  point at LHR  were good, lounge  on T5 was  good (Friday afternoon),  but I was  not happy that  J had to  go bussed to  Bangkok No priority  boarding and when  it arrived the  entire herd boarded  in business class  flight and we couldn't even get  to our seats!  After boarding, toilet  in business class  was out of  hand with a  handwritten note stuck  to the door , wasn't it  posted prior to  the flight?). For  no reason throughout  this flight people  were coming into  business class to  use the toilet  it angered me  that staff did  to stop them.  Long queues for  seats with one  toilet in action  and other cabin  crew using the  private toilet! Not  good enough. Food and wine were  nice and crew  were good. Flat mate was good.  Service was slow.  Two movies as  usual four weeks ."
5.0,"London to London  airport - after  reading the negative  reviews and the  stories about BA  flying late, I 'm not expecting  that at all  on this trip.  Terminal 5 is  another breeze and  proved to be  one of the  best things about  flying with BA,  we checked in  and cleared security  within 20 minutes.  we secured seats  at the upper  tier of the  cabin which seemed  very intimate than  when we were  at the lower  deck Seats were  used for the  entertainment and entertainment , BA cabin crew seemed rushed  for the journey,  cabin purser was  constantly talking when  people were entering  our aircraft, no  smile from her  or acknowledgement. Once  you got to  your seats, there  was no space  left in the  luggage lockers, no  instructions from cabin  management but didn't  get any either,  we just looked  confused and told  passengers where not  they store our  food Food was kept to the  bare minimum for  a 13.5 hour  journey with 2  main meals provided  at dinner and  with nothing in  between I was  pleasantly surprised to  get the second  course meal for  dinner We got more food and  drink on our  last flight from  London to Australia,  this was much  nicer at 7 . I still  cant understand how  we are considered  a 4 star , Qantas also  scored 4 star  but was much  nicer In all  I was not  happy with BA,  if I prepared  them for the  flight I would  still fly them  back if I  would score cheap !!"
2.0,"London Heathrow to  the Arlanda. BA is rapidly becoming a budget airline at premium airline prices. I'm a  loyalty card holder and have always chosen to fly BA, primarily to maintain it. Not any more. It's not worth bothering  with the galleries  buffet at Heathrow  because the hot food has been replaced (most of the time) with  sandwiches and cakes. The small touches like the takeaway , etc. have gone too. And I'm now on my fourth time of having to stay an extra night at my end destination because there are no evening seats on the flights - even 6 weeks ! It's hard  not raise a smile from many of the check in staff/stewards - they don't seem  like care anymore. The last time I flew premium economy, the food was inedible. Just  have to book  on another airline  on principle. I  got to say  I hope BA ends up learning the hard way that saving pennies will lose them  all when customers leave. If you're going to be a low cost airline, charge low cost prices."
3.0,"Bangkok to London : Boarding was the usual farce with unintelligible boarding  instructions resulting in  a free for all. The flight was packed full.  Our inflight entertainment system didn't work for the entire  flight - this is a 13 hr flight and  so with time spent on the ground waiting for  turn back nearly  3 hours. I  have noticed that  airlines don't seem to care about  computers not working  with BA0009 and BA0010 as it has been quite  common on this  route for some  customers to be complaining but this time it was an aircraft wide  problem effecting all  passengers The captain made a number of announcements apologising  and asking passengers 's patience and explaining that it wasn't the cabin  crew fault, they  were obviously experiencing passenger dissatisfaction. He  explained that the  cabin had overheated  - well that  explains things! I do not eat  commercially served meals on board due  after becoming very  sick on a  long BA0009 flight I never want  that experience again, so I was looking forward to  having the snacks which are usually  available however I was told they had been withdrawn - I was  very happy but  I brought a  few from the  airport so although  not very hungry. I managed but  wonder how well  does air compare  between sandwiches and  rice pot noodles  for meals! The  cabin crew were  great but after serving meals stored  in trolleys between  the two aft toilets next to the rear doors  both sides of  the aircraft effectively  preventing access to all the 4 toilets. Passengers wanting  these toilets had quite a struggle  trying push past them. I have  not seen or  experienced this on  any flight and  wondered if this is actually a safety concern. ie blocking doors? I also experienced sinus problems, pain and congestion which is I believe due  the the air  conditioning on Boeing 777 airplanes, the  air being very dry with little  ventilation I do take precautions but  mine has taken a month to  suffer from the terrible headaches, sinus  pain and congestion. I only experience  these after flying on 777's and there are flight crew forums on  Facebook discussing 777 air quality problems. The captain was  on hand to apologise for disembarking  passengers and was  very annoyed that  the plane was not fully serviceable.  I complained to BA and also  the CEO Alex Cruze having been  told to do so by the crew. My email  from the CEO  was forwarded to  customers services, no surprises there. Customer Services who replied  duly investigated and confirmed that there were time constraints  for food and  a full compliment  had not loaded hence no snacks.  I was advised  however the lack of IFE would be investigated by  a maintenance team. They would not acknowledge any problem <mask> the air quality but I <mask> expect them to. By way <mask> compensation I was given 3000 Avios points which to me is <mask> especially as those points have been radically devalued for economy passengers, they are worth <mask> third of what they were a year ago <mask> can only <mask> used where <mask> are accepted! <mask> I am disappointed in both <mask> flight and <mask> level of compensation, I have <mask> to stay loyal to our <mask> carrier but <mask> have no confidence anything will be done to <mask> the passenger <mask> on this route. The only way to check is to fly <mask> route again with BA, do <mask> risk it <mask> Therefore I <mask> be looking <mask> all options <mask> the future including middle eastern <mask> with a plane change!"
1.0,Istanbul to London. I am sad to say British Airways is little more than a budget airline masquerading as a really very expensive one. It hard to see any difference  from my flight experience on a  US airline and British airways except the ticket price.  This disappointment is so high because I had high expectations I paid extra for a more comfortable trip and instead felt totally ripped off every possible shortcut is taken to ensure your discomfort and their profit ! I haven't flown British Airways for years and I shocked by how much it had gone downhill. It is riding on its once good reptutation and short changing customers! Save you coins  and something else you don't get what you pay for with British airways.
3.0,"Belfast to Seoul via London Heathrow. Pretty poor. Short haul connection to  Bangkok was good, before you had to pay for  snacks and drink and genuinely felt like there was more leg room than the long  flight Flight from London was very cramped, I'm slightly  above average height but by no means a giant and I really  needed to get comfortable. Seat was too narrow, very  small leg room  and the space to put my feet was taken  away by what I assume was the processor for the IFE system for the seat in front. The  seat was very  uncomfortable and got pretty uncomfortable after around 2 hours. The food was  really nothing special. Not very much of it and the thimble of  hot water you get every few  seconds is hardly . As a  child I remember the food on BA flights being  really good but something has gone  horribly wrong. Staff are one of the few things BA has going for it at the minute, one of the few things left from the BA of old when it was actually worthy of the name.  Great staff on  every flight and in the airport.  Had the same route with Qatar  Airways a few months before and they were quite simply in a different league. One last note, you  get this terminal 5 which is meant to be ""world class"". Firstly there is no smoking area, although we're constantly being  advised not to smoke many people  still chose to. You expect people to wait in your terminal for  hours on connections  so we can't  just enjoy a fag in the  terminal though it  seems the toilets are an unofficial smoking area as  are normally met with a wall  to smoke when  we walk in. I am not someone who can walk into an airport and buy a Rolex and a Gucci outfit,  unlike most people.  Would recommend you  set up some shops where normal people can actually  do the things  on them rather than just window shop. "
1.0,"Welcome to London Heathrow. I am  an BA Gold Guest list member with 75,000 tier  so I cannot  understand what is  happening to BA. The attendants and  management look embarrased  and be offering  me a poor  service product. Cramped seats, chaotic boarding, every flight announced  your flight is  boarding today so if you want to check bags"".  In other words,  they have crammed  together so many  people there is  not room for  checked luggage. Now you pay for  fuel and even water. Two trolleys  walk very slowly down the aisle  because it takes  too long to serve and pay  for food or  drink effectively blocking  entry to the  terminal for the  next flight. How can they let  this cost-cutting CEO with no understanding  about quality service run a premium  British airline. It is appalling and this is no  better than a  high cost carrier with low cost  airlines - a  reason to be  considered British. This  service is in terminal decline and I need to  ask for matched  flight from a  rival premium airline.  Just pay for  this shortfall, use cheap alternatives, its  all same service."
9.0,"Air Traveler Plus : Heathrow to  Dubai The only  complaints we had  about the experience  were that the  onboard entertainment system  had to be .  Boarding  is pretty much average, with no  special boarding for  it just everybody  got on.   Our time in  Premium Economy, and  we loved it.  The BA shined  brightly post-flight. I  committed the unforgivable  and walked off with the wrong  check bag.  Discovered it 3  hour drive later.  Was contacted by staff at BA , and in  spite of the  incident being entirely  at fault, immediately  agreed to FedEx  ship my bag to me.   Despite having just  returned from a  trip on a  flight famed for its food, the  bags stood up surprisingly well compared  to Oceania's."
5.0," Buenos Aires to  Santiago I was  convinced that BA  had gone downhill,  and I decided  a give it  the try on  this long haul . To start  off you cannot  change your seat  directly to check-in,  and after paying  around 2000€ for a business class  ticket you are  going to spend  an additional 90€  a leg to  find your seat . I call  that insane, to  be honest. So , waited and  waited and waited  till check-in opened,  eventually made it , get a  front facing aisle  in LATAM Lounge . Buenos Aires  was nice, food  ok but connecting from Santiago I  had the time  too take a shower, with ground  attendants extremely nice  and attentive. Boarding  was sort of  chaotic mess, as  they let frequent  customers (not flying !) board through  to Business class  window so there  is a flood  in people moving  back and forth  trying get to  the rear of  your plane; crew simply unable to  handle this process,  so you did  really feel like being taken care  off during boarding.  This was a  small Boeing 777-300  that looked a  bit ""tired"". Seat was the absolute  toughest part of  my flight, as  BA is narrow,  so hard to  find a nice  table and for  some passengers this  also feels like having a ""wall""  on one side  and being exposed  to people/trolleys passing  down the aisle  from the other , once flat  ( is a  bit short too  long for me,  almost 180cm high,  no giant here)  is narrow so  often find yourself  forced to sleep  at a side;  and addition to  this when you lie down the  seat is not  adjustable therefore you  have literally no  place to store , not even  your glasses if  they wear them. Food was just  amazing (I still  cannot understand how  you can run  short of entrée  options in Business ), crew very  accommodating for such  an long trip  but friendly and  honest it really  seem they are  recovering from these  price cuts as they keep apologizing  that everything that 's not available  is not working.  Sound system made  me smile a  little as the  quality of movies  was ok but  our screen was  noticeably smaller than  most other carrier  Business class ones.  To sum up,  that was an  excellent flight, if  it was not  for the lie-flat  seats I would  call it more  like Premium Economy  rather than a Business one. BA  need to improve  business class as  they are well  above par if  comparable to almost  all European carriers,  and even to  some the Middle  East airlines. "
5.0,"Gatwick to Pisa. Check in at Gatwick a breeze. Chaotic boarding process though. Flight took off approximately 10 minutes late. The cabin crew were exceptional and are  one thing that  airlines have going for them. Middle seat vacant in business class but in reality no  extra leg room in the seats  so if the passenger in front decides to recline you have even less room. As for the catering.  BA are getting this wrong. Why are they insisting on dumbing down on their once  high standards. I hardly call 'cheese on toast' a satisfactory meal choice. Despite calling it , Monsieur it is still cheese on toast what ever way you look at it ! I hope  Mr Cruz reads these reviews. It is not what the customer wants. BA are turning into a high cost no frills airline. So much for their motto 'To fly to serve'. Remember Mr Cruz and Mr  Cook there are other airlines offering a much better service."
4.0,"On British Airways , London to Dubai. To start  with awful seats. I felt like  it was being squashed by both passengers on either side of me.  Not more room.  If it was rude staff, I was shocked. To  top it off  after the host came around with the the food , completely skipped  out and was working his way back. When I interrupted him to  look for food  people got annoyed  with me. When I moved my seat back after  he had removed the food trays, a man behind  him hit my chair and started  shouting at me.  As a female  sitting alone and  I felt frightened  after that. Just shows how little  respect everyone has been given. I'm really disappointed with BA."
1.0,"Back to London  with British Airways.  As things have  changed Passengers now  stand at gate  4 with easyJet  and Ryanair, rather  that sitting and  pretending to be . Unsurprisingly, boarding  at Stuttgart by agency staff was  chaotic - unsure  which was entitled  for what. Cabin  staff increasingly young , inexperienced, probably because older members  were left in  fear of the  switch of British  Airlines to a  European airline. How  rude this was!  Few people bothered  even purchase the  complimentary snacks and  beverages on offer.  When that was  part of the  point the three  cabin crew members  sat in the rear galley, chatted,  then munched away  on the spare  seats from the Business Class section which had been  temporarily taken to the rear. At  that rear I noticed that one  or the two  toilets for Economy  Class has now  been ripped out  - replaced by  two seats without . Directly opposite  is one remaining , those passengers  were particularly unhappy , not least  out of the  endless queues alongside ! Everything about  British Airways now  seems shabby, telling passengers how little they are valued.  All this does  NOT even mention  their extra costs  to hold luggage , for seat ! My ticket book gave me  a choice of  seating but at  the appointed time  they were only four choices left. So, no, I  wont be flying them again unless  there other options !"
1.0,"From Nice to Gatwick. £3.00 for a sandwich in Club Class. We travel in business class, whether long haul or in Europe, for a better experience. This is even more  true now, since the quality of service in economy has nosedived under the 'stewardship' of Señor Cruz. It started badly when we discovered (once more) that the flight was not at the terminal, but in a remote location that required much waiting on a bus, just like a charter flight. I asked a staff member why this was so, to be told that the terminal was  to small to cope, but I noticed low cost carrier Norwegian was parked on a jetty. We had booked seats in the second row as we wanted a choice of  a meal - those at the rear of Club often have no option due to catering limitations. Passengers were offered a choice of a curry, I think (yum) or salmon (yuck). By the time the nice crew got to us only salmon  had left. This is high in potassium, a fish  you must avoid. I asked why the other dish had run out  of the second row? ""Only two were loaded"", was the reply. ""What;  one only, for  a whole of Club?"". ""Yes"". I asked what else was on board, only to be  advised that I would have to pay £3 for  a M & S sandwich from economy. Before some help from our Avios, the tickets cost £500.00. It was beyond belief that an Executive card holder should  have treated this way. The (very !) cabin crew were excruciatingly embarrassed.  We should wake up before once loyal passengers swallow hard (pun) and migrate to other carriers. I'd rather fly easyJet and spend the £300  voucher on a nice meal.
"
9.0,"Flight LGW to Lima. Booked to fly out in  the Economy and  back in Business . I like  a website that allows you split  flights like this.  Then the event got upgraded to  go both ways.  No idea why. I am not  the frequent flyer. Flights left and  arrived on time.  The Sunday morning  was in scrum  was awful). All  the cabin crew and ground staff  were polite and  friendly Food very  good outward. Slightly poorer quality of meat on return  so that will  thank the Peru catering supplier. Cabin  nothing but plastic  sheets and carpets  were looking a  little tired. IFE  seats are old  & small. Plane was G-YMMS, both  ways Hate the BA penny pinching  because even when you have paid , they still  want another £60  to pick a seat."
2.0,"The Cana to Gatwick return. I would really like to say a good thing about my recent two  weeks with BA but can find nothing. The layout  of the business  class cabin is  so bad with half the seats facing backwards that you have someone staring at you when the little divider is not  closed the seats are extremely narrow that you cannot easily turn when they are in the sleep position  or they are so low that it is almost impossible to get up from them. In more than 50 years of traveling, I have  rarely been in  any worse business . The selection of films and music is limited and the screen small. The food  for the two  days was passable but nothing more , the wines  other than passable  what you like  and I do not suppose it is much fun  to the flight attendants to work in such a low class environment  if they did  do one thing more than was absolutely necessary, I have saved the  worse for last , on the return flight the  interior of the cabin was close  on freezing and I wore two  layers and a blanket and was still cold. I  hear that many  other BA customers  have been bemoaning  a fall in  quality aboard and  deeply regret that I join that  company that will,  if possible never  fly BA again."
5.0,"Washington to London  and return. British Airways seems to  be having an  eating crisis. Are  they a full  service or a low cost carrier? The meals have been cut back to almost nothing. Seat selection fees ? And checked  bag fees may  differ depending upon the the type  or ticket purchased.  Southwest Airlines now  have a better  economy coach product , BA. Food:  For the outbound overnight flight, breakfast  had been reduced to a granola ! On the  return flight, dinner  seems tiny. Small  bits of food in half-filled bowls,  placed on a  plastic tray, as  though to emphasize  a lack of food. And the  evening snack has  be replaced with  an aforementioned granola ? Given the lack of food,  they should just switch to buy-on-board, so at least fewer people would go hungry. Flight  attendants seemed apologetic  about the lack of food. Seat . I don't know of any  other ""full service""  carrier that will not assign a seat in advance as part of a paid ticket.  We assume it 'll cost you another $40 or  so per ticket  with BA. Luggage . Completely opaque . On our  overnight trip, we  were told our  trip included one  for checked luggage . On our return we were  warned checked bags  might be extra,  and the kindly  TSA check-in attendant waived the fee  on us (no , he too  was as much  the victim of  the indecipherable baggage  handling policy as  other passengers). Entertainment:  Boeing 777-200 outbound with good, modern, on-demand IFE system.  In the return  flight Boeing 747-400,  the system was  the older on-demand system, with small blurry screens that  are almost unwatchable. Cabin crews were  not friendly. In fairness, both our  tickets were on  schedule and nothing went wrong. But BA just feels cheap and stingy.  Will likely fly the competition in  near future."
7.0,"New York JFK to London Heathrow return. My review is based on three different criteria: Service, food, and seat comfort. Overall the service was very good. The flight attendants were very attentive throughout the flight, and very professional. Any request was handled in a timely  fashion The flight was full, but service did not suffer. The food  during the flight  is absolutely disgusting and inedible. A  lot of thai vegatable curry, or  fried chicken dish which I ate  one bite of. The highlight of the meal was the two bite  potato granache. Also, they have eliminated the second meal/snack service - all they served was tea/coffee and a cookie. Very poor indeed. Seat comfort  - the best I've experienced in economy. I managed  4 hours of sleep on a 7 hour crossing. The slideable headrests allow your head not to bob. If not for the disgusting food i would give  a 9/10."
5.0,"Malaga to Gatwick.  My seat had  hardly any legroom and it reclines  to 1 or  2 degrees -  hard to relax. Food and drinks (including coffee and  tea are now  fully charged and  the airline only provides one trolley  the whole plane.  We were sitting  between row 28  to 30) and  they took us nearly 2 hours  before be served and only cards  being accepted, which  made things worse. Appalling. If you  need to fly  with this, fly  direct for a  fraction of the  price"
10.0,"Flight to Las  Angeles via London : This is  a salute to  their fantastic staff  of Terminal 3  where my group , when everything  was lost, because  the American Airlines  poor customer service.  The trip was  originally meant to  be a codeshare  but we flew  via BA booking  two AA flights  via LHR to  Vegas via JFK.  Our trip took  us on April  22 2017 We  ended being stranded , 16 out  of 19 travelers  in LHR, because  American AA somehow  kept losing our  luggage and not  caring at all  in helping, rather  helping everyone else.  The BA service  crew spent hours  trying to solve  problems and   trying to take  matters in their  capable hands. They  booked us 16  days on their direct flight from  LA to LAS  one day after,  except for accommodation,  transport to/from the  airport and Dinner  or Breakfast, even  if AA was  solely responsible for  the journey. The  service on-board was  you expect from  a economy flight  over that duration.  Service was good,  and all right,  cold drinks and  food welcome. The  service was great,  the screens was  tiny little small  compared to other  BA aircraft's for  our type of  short haul, but  no particular issues."
1.0,"Flew with British Airways from London  airport to Moscow , over Easter 2017. The plane was old, seats cover reminded me of unclean grey carpet. On the way to Moscow had seat next to emergency exit so had some  leg space though the screen for entertainment as well as table were getting stuck so  have to choose between watching film and having food resulting with the food provided placed on my lap and cup of coffee on the floor. The food itself was miserable - stone-cold cheese and onion sandwich without alternatives whereas the crew had hot lunches with meat as I noticed while queuing for toilet (and there were only two for a fully booked economy class). On the way back to London had a seat in the middle of the cabin with so  limited leg space , I literally could not even cross my legs, as my knees were stuck into the seat in front. Seats were not reclining either. The food was even worse than on the inbound flight - stone-cold cheese and onion sandwich was replaced with stone-cold cheese and onion small bun and hot drinks were only served once over 4 four hours flight. Do not fly BA to Russia. It employs tactics of EasyJet albeit the latter is superior in comfort and customer service."
8.0,"Copenhagen to Mexico , via London Heathrow. Upper deck  aisle seat. British Airways uses a  seating configuration with  the second seat : To serve  front and center  seating the crew  place a blind between the seats and pass food  & drinks over the aisle seat.  This also means you will be  face to face  all the passenger besides you. This  could be great or horrible. Food is nothing special but service is ! Bags did  not make the flight but their representative on ground was very helpful  when bags arrived next day. I  went to pick  these up myself.  Will fly again  and usually have  better fares to Mexico."
4.0,"Paris to Rome return. Outward flight the plane was full. Booked and paid for an aisle seat, but no legroom and narrow seat. Did  indeed eat on the aircraft. Landed on time. Return flight left Rome late, again full.  This time I booked and paid for aisle seat near emergency exit - more leg room. Food on the plane was  mostly M&S. Chose the ploughmans option having looked at the glossy catalogue. The food bore  little resemblance to  a photograph -  tasty and not . I feel  sorry for the cabin crew as  It takes them  ages to serve  them food, receive  cash (you can't  accept cash) and then clear it  all up. Passengers near the rear  on the aircraft  must be lucky to be served. British Airways European flights are nothing  less than a no-frills airline. So  by cost cutting it opens the door to look  for other cheaper options offering the  same service. This is not good enough."
1.0,"Prague to London Heathrow. British Airways  has lost the  fight BA is now a budget  carrier and offers the bare minimum  basic services for a higher than  expected fare. Check-in is ridiculous as  you wait for all the other categories to be  checked such as  premium members, bronze members, families, business class, silver members.  They do at last get round to calling for  seats left and  usually it's a scowl from the  gate attendant as you board the  plane Seating is fair, though leg room is tight. The flight left  one little late but arrived almost  first time, which  was fine. There is no food,  nor even a  coffee provided and  another couple of flight attendants come  down the aisle at a snail's  clip with a trolley. I can't  understand BA now  as passengers pay  less for food  & drink. BA  holds itself up  looking very much  the budget airline and a fr cry from its  troubled past. I  ask what has happened to BA  causing it to have fallen so far? This will  probably my last flight with BA unless there are no other options available as BA  remains more expensive than its direct  route competitors and  not a full service airline anymore."
1.0,"London to Istanbul. I am ever  slightly disappointed with British Airways, the constant penny pinching is having a material affect not only on the  end product but  on staff who seem dispirited. The seats, lounge food, aircraft cleanliness, on board food and  drink all are  below par compared  against rival airlines.  My most recent  journey back I  was an aisle  flight for a  meal The flight  was quite full and there are a constant stream of people from  our economy cabin  passing through the  first class cabin to use the  bathroom This is really quite irritating  even during meal  times No attempt  is made by  cabin crew to  stop this or  simply close the curtain splitting the  view even after  dinner I find the aircraft consistently  smoking and on  this flight someone  has left chewing gum on the  floor as well.  You think BA don't care, on  any flight from  landing electronic devices  are banned, other  carriers allow them up to boarding  and then arrange for them to be taken off you. British Airways  had not even bothered to offer  snacks or even extra magazines on  the flight. They really don't appear  they give any care for their  staff even those flying business class."
2.0,"Paris Orly to New York via London. Unlike some American carriers and some other European carriers, there is no beverage service on short haul flights. Tea costs 2.30 pounds.  Economy overseas is a joke too, they bring the  extra drinks/service from the back to the front so economy class passengers  have to see the kind of amenities they could have had. They replaced the 2nd meal they used to offer with snacks but of  three options (cookies, snack-sized kit kats and snack-sized mars), you may only have one. I  wanted to have an extra snack, I was told no, only one.  The media is  decent but nothing to write home about. I classify this airline as slightly above a budget airline (you do get one meal after all and entertainment) but not much better  than that. "
1.0,"Los Angeles to London Heathrow. I have to agree  to all the other reviews on  how BA have gone so far in cost cutting  that the service  that flight attendants are able to  provide is just appalling. There's just nothing positive left  to say about them. From the newly refurbished 747 that looks drab and cramped with the new uncomfortable slimline seats, to the disgusting cheap meals. The flight attendants were pleasant but you can see they're embarrassed and have nothing to offer. All this would be fine but British Airways still charges  high prices and  guess what? I just took a flight on the same route with Virgin Atlantic and what a difference! All the little  things that make long flights bearable are still there and the prices  were cheaper. I'm afraid to say I won't be  using BA anymore unless it's to use up avios  already acquired!"
2.0,"Welcome to Milan . I landed  to London after  2 connecting flights  from Orange County California to Dallas  and then Dallas  to London both on American. I  landed in London  around 1:15 P.M.  The flight did not leave until  4 P.M. I  spoke to the  Qatar Airways help  desk and asked  if I could get on the  next flight. They  advised me to  go to the  airport and wait  to see how  far the flight  went before the  flight as I  have only one  on one and  was checked. I  got to the  counter just before  3 and they  advised me that  this was impossible . I would 've had to  go to the  gate area at  over an hour  early to change  the ticket. So  they had to  wait another 3  times I have  already been traveling  for 18 hours.  At the gate  of boarding they  looked at the  luggage and said  I would have  them check it.  I explained that  there is a  standard carry on  bags and it  is on the  last two flight  and I have  used the same  thing on over  50 flights as  carrying on. I  explained that it  came on the last to connecting  flight and I  had been traveling  such a long  time and did not want to  wait a long time for my  bags as I  would be getting  home late. They  were very rude , tagged the bag but still  allowed it to  them to carry down to the tarmack and get  off the bus  on the plane.  I decided to  take it on to the plane.  It fit easily  in the overhead  and it has  been every other  seat (there were  several bags that  are bigger than ) They actually  came on the  belt and took  my bag off  and put in  all the cargo  bag If that  were annoying enough,  I could not  help I asked for water to  have a pill , they charged  me for a  glass of water.  They also charged  the woman next  of me for  one cup of  coffee I could understand this possible  on one of  their discount airlines  and this was  US Airways. To end my frustration  it took almost  1 hour to  get my bag  from the belt  seat halfway through  the process. I  am a travel  agent and will  always book for someone else or  airline unless there  is no other  good choice."
1.0,"Welcome to Nice return. British Airways has gone down,  not more food  on board? Arrived in Nice and  it was 1 hour before we  left our Baby's buggy in another section altogether, no  where informed. When  asked no buggy  available at Heathrow - my two year old is now without a  seat and no one knows anything.  We was told  in different messages we have the  buggy we don't have the buggy?  The service all  over the airline  have gone down  - staff really  does care -  even in heathrow baggage office. They  just don't cater  towards families or  kids"
1.0,"Baltimore to Nice via London. My ordeal started when I could not check in online. I called BA  and they said  my flight is under airport control  so I have to check in at the airport. Fair enough but I should have known something was wrong. When I  arrived to the airport 3 hours ahead (I wanted  to get a  premium seat) I  got told that  my Economy was  full and that  I was involuntarily being bumped to . Never mind  that I bought  & paid for the ticket 4 months ago. The staff were not even nice about it. Quite beligerent.  The offered me a Compensation card for $94. Where they got this amount, I don't know. I would have preferred the . Then they  informed me I need to contact  BA for a refund of the difference in price. Why should I  have to contact them? They moved me, they know  BA moved me, shouldn't it be automatic? So I  am being inconvenienced twice because of their mistake. I  finally send an  email on their  contact form and have yet to  hear from them. It has been a week. I had a horrible flight. I have severe back pain ( reason I booked premium, for the extra room)  and was made  unbearable by my economy seat. My screen did not work for movies, although the flight  crew did try. It is as though they wanted to make me have a bad  experience Fast forward,  back in France, I tried to use the Compensation Card, declined.  So I tried to use it on Amazon and Nespresso online. Also declined. Really BA? I sent another e-mail telling them the card is not working. Nothing. I have flown BA in the past and have been happy with the. Not anymore.  I have  had it with . I will not fly with them again because when there is a problem, they do not come through.
"
